 Version  Product ID 
 8.1  {69E7464F-6E7E-4607-9C9E-085DA243D807} 
 9.0  {0C9B68A6-63B4-473F-B281-24774FBBFF73} 
 9.0.1  {0C9B68A6-63B4-473F-B281-24774FBBFF73} 
 9.0.2  {1BE4CCA3-9B6C-4943-B03E-19CBFA51A88F} 
 9.0.3  {D26F44C8-44BB-47FA-81E8-8F5EDA53E3AA} 
 10.0  {BB81F635-3CDB-405A-9AF3-0428D42EA605} 
 10.5.x  {ADBACBC0-05F4-4610-BBB7-007A543D5B47} 
 11.0  {BC705572-C8CD-49e4-9693-BDC8E4D35570} 
 11.1.x  {2AF3B399-42A5-42bd-A5E0-72B657110363} 
